Timestamp,recommended HH charge cell,TPH optimum,soft recommended HH charge cell
2021-09-15 10:52:00,935,4497.9126,935.0
2021-09-15 10:53:00,935,4497.9126,935.0
2021-09-15 10:54:00,935,4498.5083,935.0
2021-09-15 10:55:00,935,4493.406,935.0
2021-09-15 10:56:00,935,4493.406,935.0
2021-09-15 10:57:00,935,4493.406,935.0
2021-09-15 10:58:00,935,4493.145,935.0
2021-09-15 10:59:00,935,4489.7383,935.0
2021-09-15 11:00:00,910,4492.616,932.5
2021-09-15 11:01:00,935,4497.122,932.5
2021-09-15 11:02:00,935,4491.8535,932.5
2021-09-15 11:03:00,935,4489.3345,932.5
2021-09-15 11:04:00,935,4491.318,932.5
2021-09-15 11:05:00,935,4491.318,932.5
2021-09-15 11:06:00,935,4491.318,932.5
2021-09-15 11:07:00,935,4495.017,932.5
2021-09-15 11:08:00,935,4496.4976,932.5
2021-09-15 11:09:00,935,4498.976,932.5
2021-09-15 11:10:00,935,4498.976,935.0
2021-09-15 11:11:00,935,4499.754,935.0
2021-09-15 11:12:00,935,4500.0146,935.0
2021-09-15 11:13:00,935,4500.0146,935.0
2021-09-15 11:14:00,935,4500.0146,935.0
2021-09-15 11:15:00,935,4499.754,935.0
2021-09-15 11:16:00,910,4496.546,932.5
2021-09-15 11:17:00,935,4499.754,932.5
2021-09-15 11:18:00,935,4497.4956,932.5
2021-09-15 11:19:00,935,4497.235,932.5
2021-09-15 11:20:00,935,4499.754,932.5
2021-09-15 11:21:00,935,4500.0146,932.5
2021-09-15 11:22:00,935,4500.0146,932.5
2021-09-15 11:23:00,935,4500.0146,932.5
2021-09-15 11:24:00,935,4500.0146,932.5
2021-09-15 11:25:00,935,4497.235,932.5
2021-09-15 11:26:00,910,4494.027,932.5
2021-09-15 11:27:00,910,4494.027,930.0
2021-09-15 11:28:00,935,4499.139,930.0
2021-09-15 11:29:00,935,4499.139,930.0
2021-09-15 11:30:00,935,4499.139,930.0
2021-09-15 11:31:00,935,4498.8784,930.0
2021-09-15 11:32:00,935,4498.8784,930.0
2021-09-15 11:33:00,910,4488.567,927.5
2021-09-15 11:34:00,910,4478.4087,925.0
2021-09-15 11:35:00,935,4496.457,925.0
2021-09-15 11:36:00,935,4500.0146,927.5
2021-09-15 11:37:00,935,4501.383,930.0
2021-09-15 11:38:00,935,4501.383,930.0
2021-09-15 11:39:00,935,4500.943,930.0
2021-09-15 11:40:00,935,4500.943,930.0
2021-09-15 11:41:00,935,4501.383,930.0
2021-09-15 11:42:00,935,4500.943,930.0
2021-09-15 11:43:00,935,4500.943,932.5
2021-09-15 11:44:00,935,4500.943,935.0
2021-09-15 11:45:00,935,4500.943,935.0
2021-09-15 11:46:00,935,4501.383,935.0
2021-09-15 11:47:00,935,4501.383,935.0
2021-09-15 11:48:00,935,4491.1987,935.0
2021-09-15 11:49:00,935,4491.1987,935.0
2021-09-15 11:50:00,935,4491.1987,935.0
